sample_score	sample_rank	glyco_score	glyco_rank	sample	w_glyco	sample_diseases	glyco_diseases
69	1	69	1	HP:0005595|HP:0010864|HP:0000943|HP:0000821|HP:0002240|HP:0000975|HP:0008430|HP:0000365|HP:0011220|HP:0000280	HP:0000280|HP:0008430|HP:0000365|HP:0000975|HP:0000943|HP:0010864|HP:0005595|HP:0000821|HP:0010471|HP:0003541	MONDO:0010073	
70	2	69	1	HP:0002808|HP:0010864|HP:0001263|HP:0000943|HP:0000821|HP:0001508|HP:0000248|HP:0000365|HP:0011220|HP:0002240	HP:0010864|HP:0002808|HP:0000248|HP:0000365|HP:0001263|HP:0000821|HP:0011220|HP:0002240|HP:0010471|HP:0003541	MONDO:0018490|MONDO:0009737|MONDO:0011759	MONDO:0010074
70	5	67	2	HP:0005595|HP:0000943|HP:0001263|HP:0002240|HP:0000975|HP:0011276|HP:0001508|HP:0100578|HP:0000248|HP:0000280	HP:0100578|HP:0002240|HP:0001263|HP:0005595|HP:0000943|HP:0000975|HP:0001508|HP:0011276|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0007239|MONDO:0018853|MONDO:0007554|MONDO:0008291|MONDO:0018781|MONDO:0019554	MONDO:0007239|MONDO:0019306|MONDO:0018853
71	4	68	1	HP:0005595|HP:0002808|HP:0000280|HP:0000943|HP:0000821|HP:0000975|HP:0001508|HP:0100578|HP:0000248|HP:0002240	HP:0005595|HP:0100578|HP:0000975|HP:0001508|HP:0000280|HP:0000821|HP:0002240|HP:0000943|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0018853|MONDO:0007239|MONDO:0007554	MONDO:0019306
72	3	69	1	HP:0005595|HP:0002808|HP:0010864|HP:0001263|HP:0000280|HP:0000821|HP:0000975|HP:0001508|HP:0011220|HP:0002240	HP:0001508|HP:0000975|HP:0000821|HP:0005595|HP:0011220|HP:0000280|HP:0010864|HP:0002240|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0018853|MONDO:0007239|MONDO:0007554	MONDO:0019306
67	6	66	1	HP:0005595|HP:0010864|HP:0000943|HP:0001263|HP:0000821|HP:0000975|HP:0011276|HP:0000248|HP:0011220|HP:0002240	HP:0010864|HP:0011220|HP:0001263|HP:0000975|HP:0000943|HP:0000248|HP:0000821|HP:0005595|HP:0010471|HP:0003541	MONDO:0018853|MONDO:0007239|MONDO:0008291|MONDO:0019306|MONDO:0018781|MONDO:0017851	
73	1	71	2	HP:0010864|HP:0001263|HP:0011276|HP:0000975|HP:0001508|HP:0008430|HP:0100578|HP:0000365|HP:0000248|HP:0002240	HP:0002240|HP:0001263|HP:0000248|HP:0100578|HP:0008430|HP:0010864|HP:0001508|HP:0011276|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	MONDO:0009914|MONDO:0009262|MONDO:0010073
72	1	68	1	HP:0011220|HP:0002808|HP:0010864|HP:0000943|HP:0011276|HP:0001508|HP:0100578|HP:0000365|HP:0000248|HP:0002240	HP:0001508|HP:0000943|HP:0100578|HP:0000248|HP:0002240|HP:0010864|HP:0011276|HP:0011220|HP:0010471|HP:0003541		
72	1	70	1	HP:0005595|HP:0000280|HP:0000821|HP:0000975|HP:0001508|HP:0008430|HP:0000248|HP:0000365|HP:0011220|HP:0002240	HP:0005595|HP:0001508|HP:0000365|HP:0000821|HP:0000248|HP:0008430|HP:0011220|HP:0000975|HP:0010471|HP:0003541	MONDO:0009914	MONDO:0009914
72	5	68	2	HP:0005595|HP:0002808|HP:0010864|HP:0001263|HP:0000943|HP:0011276|HP:0000975|HP:0001508|HP:0000248|HP:0000280	HP:0001508|HP:0000943|HP:0001263|HP:0005595|HP:0010864|HP:0000975|HP:0000280|HP:0011276|HP:0010471|HP:0003541	MONDO:0007239|MONDO:0019306|MONDO:0018853|MONDO:0008291|MONDO:0007554	MONDO:0007239|MONDO:0019306
70	3	70	1	HP:0005595|HP:0002808|HP:0011220|HP:0010864|HP:0000943|HP:0011276|HP:0100578|HP:0000365|HP:0000248|HP:0002240	HP:0002240|HP:0000943|HP:0000365|HP:0002808|HP:0005595|HP:0010864|HP:0000248|HP:0011220|HP:0010471|HP:0003541	MONDO:0018853|MONDO:0007239|MONDO:0008291|MONDO:0019306	MONDO:0010074
69	1	68	1	HP:0005595|HP:0002808|HP:0000943|HP:0000975|HP:0001508|HP:0008430|HP:0100578|HP:0000365|HP:0011220|HP:0002240	HP:0100578|HP:0000365|HP:0000975|HP:0002240|HP:0005595|HP:0000943|HP:0008430|HP:0001508|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0019306	
69	2	69	1	HP:0005595|HP:0002808|HP:0010864|HP:0000943|HP:0000821|HP:0001508|HP:0008430|HP:0000365|HP:0011220|HP:0002240	HP:0010864|HP:0011220|HP:0001508|HP:0002240|HP:0008430|HP:0000943|HP:0000365|HP:0005595|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
71	1	70	1	HP:0005595|HP:0000821|HP:0002240|HP:0000975|HP:0011276|HP:0008430|HP:0100578|HP:0000365|HP:0000248|HP:0000280	HP:0011276|HP:0000280|HP:0005595|HP:0100578|HP:0008430|HP:0000365|HP:0000821|HP:0000248|HP:0010471|HP:0003541	MONDO:0009914	
71	6	68	3	HP:0005595|HP:0002808|HP:0001263|HP:0000975|HP:0011276|HP:0001508|HP:0100578|HP:0000365|HP:0011220|HP:0002240	HP:0011220|HP:0005595|HP:0100578|HP:0002808|HP:0000365|HP:0011276|HP:0001263|HP:0000975|HP:0010471|HP:0003541	MONDO:0019306|MONDO:0007239|MONDO:0018853|MONDO:0008291|MONDO:0007554|MONDO:0019554|MONDO:0018781|MONDO:0017851|MONDO:0019556|MONDO:0019553	MONDO:0010074|MONDO:0019306|MONDO:0018853|MONDO:0007239
71	2	71	1	HP:0005595|HP:0002808|HP:0000280|HP:0001263|HP:0010864|HP:0000975|HP:0001508|HP:0008430|HP:0011220|HP:0002240	HP:0000280|HP:0001263|HP:0008430|HP:0005595|HP:0000975|HP:0011220|HP:0001508|HP:0002240|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
71	2	70	2	HP:0005595|HP:0002808|HP:0010864|HP:0000280|HP:0000821|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0002240	HP:0011276|HP:0000280|HP:0001508|HP:0002808|HP:0010864|HP:0005595|HP:0000821|HP:0008430|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	MONDO:0010074|MONDO:0010073
68	6	68	1	HP:0005595|HP:0010864|HP:0000943|HP:0000821|HP:0011276|HP:0000975|HP:0001508|HP:0000248|HP:0011220|HP:0002240	HP:0001508|HP:0005595|HP:0000248|HP:0011220|HP:0000943|HP:0002240|HP:0010864|HP:0000975|HP:0010471|HP:0003541	MONDO:0018853|MONDO:0007239|MONDO:0019306|MONDO:0008291|MONDO:0007554|MONDO:0018781|MONDO:0017851	
69	2	69	1	HP:0005595|HP:0010864|HP:0000943|HP:0001263|HP:0000821|HP:0000975|HP:0011276|HP:0008430|HP:0000248|HP:0002240	HP:0000821|HP:0002240|HP:0011276|HP:0000943|HP:0000975|HP:0008430|HP:0010864|HP:0000248|HP:0010471|HP:0003541	MONDO:0010073|MONDO:0009914	
72	2	70	3	HP:0002808|HP:0010864|HP:0000280|HP:0000821|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0000248|HP:0002240	HP:0002808|HP:0002240|HP:0000280|HP:0001508|HP:0008430|HP:0000821|HP:0010864|HP:0011276|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	MONDO:0010074|MONDO:0010073|MONDO:0009262|MONDO:0009914
72	5	71	1	HP:0002808|HP:0010864|HP:0000821|HP:0011276|HP:0001508|HP:0100578|HP:0000365|HP:0000248|HP:0011220|HP:0002240	HP:0011276|HP:0002808|HP:0000248|HP:0011220|HP:0010864|HP:0000821|HP:0002240|HP:0001508|HP:0010471|HP:0003541	MONDO:0019556|MONDO:0019553|MONDO:0012853|MONDO:0019554|MONDO:0008716|MONDO:0005827|MONDO:0019555|MONDO:0014097	MONDO:0010074
74	8	73	1	HP:0002808|HP:0010864|HP:0001263|HP:0002240|HP:0011276|HP:0000975|HP:0001508|HP:0000248|HP:0011220|HP:0000280	HP:0002808|HP:0000975|HP:0000280|HP:0010864|HP:0000248|HP:0001508|HP:0002240|HP:0011220|HP:0010471|HP:0003541	MONDO:0010237|MONDO:0013460|MONDO:0010929|MONDO:0016535|MONDO:0010883|MONDO:0007513|MONDO:0015884|MONDO:0013036|MONDO:0007230|MONDO:0009773|MONDO:0015463|MONDO:0010447|MONDO:0012806|MONDO:0011154|MONDO:0011048|MONDO:0019856|MONDO:0019854|MONDO:0019861|MONDO:0007682|MONDO:0020503|MONDO:0018205|MONDO:0008797|MONDO:0013051|MONDO:0010858|MONDO:0016409|MONDO:0018861|MONDO:0019858|MONDO:0006581|MONDO:0014824|MONDO:0014705|MONDO:0007551|MONDO:0018123|MONDO:0020479|MONDO:0013099|MONDO:0014131|MONDO:0005915|MONDO:0014016|MONDO:0016411|MONDO:0016412|MONDO:0010139|MONDO:0009147|MONDO:0010154|MONDO:0017581|MONDO:0011287|MONDO:0019955|MONDO:0013818|MONDO:0019857|MONDO:0019860|MONDO:0009914|MONDO:0009940|MONDO:0019306|MONDO:0019367|MONDO:0014324|MONDO:0015660|MONDO:0011575	
69	1	69	1	HP:0011220|HP:0010864|HP:0000943|HP:0001263|HP:0000821|HP:0011276|HP:0000975|HP:0001508|HP:0000365|HP:0000248	HP:0011276|HP:0001263|HP:0000821|HP:0010864|HP:0000365|HP:0001508|HP:0000248|HP:0000975|HP:0010471|HP:0003541	MONDO:0009737	MONDO:0009562
72	3	70	3	HP:0010864|HP:0001263|HP:0000821|HP:0002240|HP:0001508|HP:0008430|HP:0100578|HP:0000365|HP:0000248|HP:0000280	HP:0000280|HP:0001263|HP:0000821|HP:0010864|HP:0001508|HP:0008430|HP:0000365|HP:0002240|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073|MONDO:0008830	MONDO:0010073|MONDO:0010074|MONDO:0009262
71	1	72	1	HP:0001263|HP:0000943|HP:0000821|HP:0002240|HP:0000975|HP:0008430|HP:0000248|HP:0000365|HP:0011220|HP:0000280	HP:0002240|HP:0000365|HP:0001263|HP:0000248|HP:0000280|HP:0011220|HP:0000975|HP:0008430|HP:0010471|HP:0003541	MONDO:0009914	
71	1	71	1	HP:0005595|HP:0002808|HP:0001263|HP:0002240|HP:0011276|HP:0001508|HP:0008430|HP:0100578|HP:0011220|HP:0000280	HP:0001508|HP:0008430|HP:0000280|HP:0100578|HP:0002808|HP:0001263|HP:0002240|HP:0005595|HP:0010471|HP:0003541	MONDO:0009914|MONDO:0010073	
