mondo_id	num_glycophen	num_nonglyco	glycophenotypes	non_glycophenotypes
MONDO:0013904	0	9		HP:0001263|HP:0001321|HP:0000238|HP:0007260|HP:0002119|HP:0007973|HP:0003560|HP:0001290|HP:0000568
MONDO:0013968	2	19	HP:0001943|HP:0003642	HP:0003236|HP:0001976|HP:0000347|HP:0001324|HP:0001644|HP:0003546|HP:0001397|HP:0000201|HP:0004322|HP:0003201|HP:0002910|HP:0002094|HP:0005305|HP:0000193|HP:0012378|HP:0012115|HP:0000175|HP:0001649|HP:0000823
MONDO:0014022	0	5		HP:0007033|HP:0000133|HP:0007260|HP:0007973|HP:0003560
MONDO:0014023	0	18		HP:0001263|HP:0003236|HP:0002058|HP:0006829|HP:0011968|HP:0002803|HP:0000601|HP:0001250|HP:0001321|HP:0000648|HP:0005484|HP:0000347|HP:0000486|HP:0002476|HP:0003196|HP:0000219|HP:0002650|HP:0000218
MONDO:0014071	0	19		HP:0001263|HP:0003236|HP:0000545|HP:0006829|HP:0007033|HP:0000541|HP:0012110|HP:0001321|HP:0000238|HP:0007260|HP:0002350|HP:0002352|HP:0003560|HP:0002126|HP:0100543|HP:0000618|HP:0000518|HP:0000568|HP:0000609
MONDO:0014101	0	25		HP:0003236|HP:0002747|HP:0011968|HP:0001321|HP:0007260|HP:0003560|HP:0000518|HP:0000568|HP:0000238|HP:0002465|HP:0001274|HP:0000407|HP:0002365|HP:0001263|HP:0001319|HP:0000253|HP:0001371|HP:0001090|HP:0000589|HP:0001250|HP:0002421|HP:0031882|HP:0000546|HP:0007663|HP:0002650
MONDO:0014109	0	42		HP:0001773|HP:0000970|HP:0001271|HP:0001265|HP:0001945|HP:0200136|HP:0002098|HP:0002205|HP:0000316|HP:0012520|HP:0000486|HP:0030978|HP:0025455|HP:0003448|HP:0007957|HP:0008954|HP:0025458|HP:0000252|HP:0012804|HP:0012531|HP:0006254|HP:0000975|HP:0000954|HP:0000508|HP:0004305|HP:0002240|HP:0002151|HP:0000939|HP:0002910|HP:0000711|HP:0007021|HP:0001263|HP:0002487|HP:0012448|HP:0025460|HP:0001250|HP:0200055|HP:0000522|HP:0001252|HP:0001290|HP:0002650|HP:0001336
MONDO:0014120	0	25		HP:0003236|HP:0006829|HP:0002323|HP:0000107|HP:0001305|HP:0001321|HP:0007260|HP:0008734|HP:0003560|HP:0002539|HP:0000238|HP:0007759|HP:0001257|HP:0007973|HP:0001274|HP:0000110|HP:0002085|HP:0000126|HP:0000054|HP:0000618|HP:0001093|HP:0002365|HP:0001263|HP:0001250|HP:0002282
MONDO:0014124	0	8		HP:0001831|HP:0001800|HP:0100797|HP:0001629|HP:0000965|HP:0001631|HP:0001537|HP:0001643
MONDO:0014130	0	4		HP:0007588|HP:0045059|HP:0007502|HP:0009719
MONDO:0014140	0	16		HP:0001263|HP:0003236|HP:0011968|HP:0012110|HP:0001321|HP:0000407|HP:0000252|HP:0002540|HP:0001344|HP:0030046|HP:0001562|HP:0001324|HP:0003560|HP:0000175|HP:0010864|HP:0001251
MONDO:0014144	0	52		HP:0003236|HP:0001249|HP:0002355|HP:0011968|HP:0011098|HP:0040081|HP:0001260|HP:0002515|HP:0001265|HP:0002072|HP:0006889|HP:0003307|HP:0000486|HP:0006785|HP:0000518|HP:0100633|HP:0001385|HP:0002078|HP:0002069|HP:0008947|HP:0000252|HP:0001337|HP:0002540|HP:0003198|HP:0001397|HP:0002465|HP:0025313|HP:0002240|HP:0003394|HP:0004322|HP:0003701|HP:0003326|HP:0002353|HP:0001511|HP:0001272|HP:0002910|HP:0002059|HP:0003429|HP:0001344|HP:0002305|HP:0001251|HP:0001332|HP:0001263|HP:0000545|HP:0001250|HP:0002571|HP:0003391|HP:0012762|HP:0000522|HP:0100295|HP:0001290|HP:0002650
MONDO:0014165	0	35		HP:0000767|HP:0002750|HP:0000107|HP:0001321|HP:0000348|HP:0000256|HP:0000938|HP:0000071|HP:0000486|HP:0000218|HP:0001723|HP:0002650|HP:0005280|HP:0002150|HP:0002353|HP:0000939|HP:0000164|HP:0002059|HP:0000194|HP:0000639|HP:0003022|HP:0002714|HP:0000248|HP:0002002|HP:0001263|HP:0003186|HP:0000540|HP:0001250|HP:0000343|HP:0000121|HP:0000341|HP:0001520|HP:0001290|HP:0000505|HP:0001643
MONDO:0014166	0	9		HP:0001878|HP:0001025|HP:0002094|HP:0002014|HP:0012378|HP:0004818|HP:0002027|HP:0002315|HP:0002829
MONDO:0014219	0	17		HP:0001263|HP:0001249|HP:0009916|HP:0011968|HP:0001278|HP:0000365|HP:0000966|HP:0002015|HP:0002571|HP:0000639|HP:0000522|HP:0003474|HP:0001611|HP:0000962|HP:0000486|HP:0001288|HP:0001290
MONDO:0014236	0	26		HP:0001653|HP:0002007|HP:0000506|HP:0000316|HP:0000160|HP:0000297|HP:0000218|HP:0000411|HP:0003324|HP:0000678|HP:0001166|HP:0000494|HP:0001181|HP:0003326|HP:0000592|HP:0002059|HP:0002194|HP:0011800|HP:0000248|HP:0001655|HP:0012385|HP:0000023|HP:0001634|HP:0000343|HP:0001762|HP:0002829
MONDO:0014248	0	18		HP:0001263|HP:0001249|HP:0000308|HP:0100490|HP:0001385|HP:0001250|HP:0000252|HP:0002804|HP:0002121|HP:0004976|HP:0001256|HP:0002342|HP:0001765|HP:0002650|HP:0010864|HP:0001290|HP:0000729|HP:0002827
MONDO:0014270	1	12	HP:0012345	HP:0001263|HP:0001249|HP:0011968|HP:0001272|HP:0001250|HP:0000252|HP:0007772|HP:0000028|HP:0000046|HP:0001508|HP:0000054|HP:0001290
MONDO:0014271	1	16	HP:0012345	HP:0001263|HP:0001249|HP:0011968|HP:0001511|HP:0001272|HP:0001250|HP:0000252|HP:0002098|HP:0000028|HP:0000046|HP:0000054|HP:0001508|HP:0001410|HP:0001290|HP:0000648|HP:0001873
MONDO:0014307	0	2		HP:0025114|HP:0025092
MONDO:0014318	0	17		HP:0001263|HP:0001249|HP:0003155|HP:0000582|HP:0001250|HP:0000252|HP:0001510|HP:0002540|HP:0003763|HP:0004305|HP:0010804|HP:0000316|HP:0000455|HP:0001290|HP:0000175|HP:0000219|HP:0000431
MONDO:0014343	0	29		HP:0000768|HP:0000767|HP:0001249|HP:0001863|HP:0000311|HP:0003026|HP:0000774|HP:0001769|HP:0004482|HP:0004233|HP:0000954|HP:0000894|HP:0003016|HP:0000520|HP:0005280|HP:0004322|HP:0002656|HP:0000592|HP:0001763|HP:0001388|HP:0009803|HP:0012368|HP:0011304|HP:0010049|HP:0002673|HP:0000343|HP:0001956|HP:0000175|HP:0001290
MONDO:0014348	0	19		HP:0000556|HP:0001249|HP:0001263|HP:0001319|HP:0000512|HP:0000164|HP:0001250|HP:0001321|HP:0000252|HP:0000400|HP:0002059|HP:0001344|HP:0012448|HP:0100704|HP:0001257|HP:0004322|HP:0000154|HP:0000470|HP:0002079
MONDO:0014353	0	25		HP:0001249|HP:0001260|HP:0001265|HP:0003193|HP:0002205|HP:0002110|HP:0000218|HP:0002721|HP:0000793|HP:0001888|HP:0100543|HP:0002099|HP:0001875|HP:0040148|HP:0000407|HP:0000964|HP:0001251|HP:0000405|HP:0001263|HP:0001878|HP:0003474|HP:0200029|HP:0010783|HP:0001290|HP:0002650
MONDO:0014456	0	6		HP:0002718|HP:0000403|HP:0002205|HP:0001508|HP:0004322|HP:0001875
MONDO:0014457	0	9		HP:0001263|HP:0001249|HP:0002521|HP:0003155|HP:0001250|HP:0001344|HP:0010804|HP:0000158|HP:0000431
MONDO:0014489	0	8		HP:0003236|HP:0001319|HP:0001270|HP:0003551|HP:0001265|HP:0003391|HP:0003560|HP:0100543
MONDO:0014542	0	6		HP:0030205|HP:0002359|HP:0002828|HP:0003403|HP:0000508|HP:0003473
MONDO:0014647	1	14	HP:0012345	HP:0001263|HP:0001981|HP:0001927|HP:0001947|HP:0001987|HP:0004823|HP:0012444|HP:0002465|HP:0002136|HP:0200134|HP:0001290|HP:0002133|HP:0001903|HP:0002376
MONDO:0014746	0	16		HP:0001263|HP:0002719|HP:0001363|HP:0001272|HP:0000365|HP:0001250|HP:0002059|HP:0000483|HP:0002540|HP:0000639|HP:0000938|HP:0000486|HP:0001382|HP:0002187|HP:0001290|HP:0004322
MONDO:0014780	0	41		HP:0003236|HP:0011968|HP:0003273|HP:0000750|HP:0000486|HP:0000938|HP:0009826|HP:0001510|HP:0000414|HP:0002376|HP:0000218|HP:0010844|HP:0001385|HP:0002013|HP:0000252|HP:0010943|HP:0030084|HP:0005280|HP:0003155|HP:0002987|HP:0000490|HP:0000637|HP:0000519|HP:0004691|HP:0000752|HP:0006380|HP:0001561|HP:0001263|HP:0009748|HP:0002617|HP:0008936|HP:0001250|HP:0006118|HP:0100704|HP:0000391|HP:0000023|HP:0000341|HP:0000154|HP:0000463|HP:0000470|HP:0005274
MONDO:0014789	1	21	HP:0012345	HP:0003236|HP:0001394|HP:0003141|HP:0000276|HP:0001399|HP:0006579|HP:0000494|HP:0010639|HP:0001744|HP:0025321|HP:0000508|HP:0002240|HP:0002910|HP:0010837|HP:0001263|HP:0001433|HP:0001250|HP:0003202|HP:0002611|HP:0001290|HP:0003124
MONDO:0014790	2	9	HP:0012358|HP:0012347	HP:0001263|HP:0003155|HP:0002910|HP:0003141|HP:0001397|HP:0001410|HP:0010837|HP:0001290|HP:0003124
MONDO:0014832	0	14		HP:0001263|HP:0006829|HP:0001511|HP:0001250|HP:0001265|HP:0001321|HP:0002059|HP:0001344|HP:0011193|HP:0000750|HP:0001290|HP:0002187|HP:0001251|HP:0002079
MONDO:0014860	0	2		HP:0002240|HP:0001407
MONDO:0014904	0	12		HP:0001263|HP:0001511|HP:0000365|HP:0002120|HP:0000252|HP:0000998|HP:0001257|HP:0001508|HP:0002650|HP:0002133|HP:0001290|HP:0000505
MONDO:0016002	0	55		HP:0001270|HP:0001519|HP:0000993|HP:0000015|HP:0002093|HP:0000978|HP:0001373|HP:0001131|HP:0003272|HP:0000286|HP:0008458|HP:0001558|HP:0000987|HP:0001933|HP:0000678|HP:0001166|HP:0000541|HP:0025019|HP:0000963|HP:0001788|HP:0000098|HP:0007517|HP:0001288|HP:0002650|HP:0005280|HP:0005952|HP:0000488|HP:0005692|HP:0000939|HP:0000977|HP:0000592|HP:0001763|HP:0000501|HP:0000563|HP:0001635|HP:0001388|HP:0006532|HP:0000618|HP:0002761|HP:0005294|HP:0001319|HP:0001939|HP:0000545|HP:0002239|HP:0000974|HP:0000023|HP:0001634|HP:0010727|HP:0001252|HP:0002647|HP:0001762|HP:0002808|HP:0001290|HP:0000505|HP:0000482
MONDO:0018868	0	21		HP:0001249|HP:0001324|HP:0002376|HP:0002167|HP:0000708|HP:0001257|HP:0100576|HP:0001347|HP:0009830|HP:0001288|HP:0002251|HP:0000639|HP:0001387|HP:0001251|HP:0001250|HP:0002816|HP:0001315|HP:0000762|HP:0001252|HP:0000648|HP:0001259
MONDO:0018931	0	19		HP:0001646|HP:0007957|HP:0000269|HP:0001061|HP:0100543|HP:0004349|HP:0008818|HP:0000023|HP:0003307|HP:0000280|HP:0003312|HP:0012378|HP:0000364|HP:0004322|HP:0000175|HP:0001387|HP:0004493|HP:0000505|HP:0008821
MONDO:0019148	0	17		HP:0001263|HP:0010512|HP:0002570|HP:0002240|HP:0003270|HP:0004333|HP:0001541|HP:0001945|HP:0002017|HP:0000846|HP:0001399|HP:0001744|HP:0002040|HP:0004395|HP:0001903|HP:0001510|HP:0004326
MONDO:0027451	0	27		HP:0001270|HP:0001519|HP:0000621|HP:0000325|HP:0000316|HP:0000750|HP:0001631|HP:0000518|HP:0000414|HP:0000411|HP:0000581|HP:0000494|HP:0000278|HP:0011712|HP:0000431|HP:0002171|HP:0000054|HP:0001635|HP:0001250|HP:0000369|HP:0001639|HP:0000400|HP:0000023|HP:0001508|HP:0000298|HP:0001290|HP:0002079
MONDO:0027462	0	32		HP:0001519|HP:0000621|HP:0000325|HP:0000316|HP:0000455|HP:0001631|HP:0005180|HP:0001659|HP:0000218|HP:0010761|HP:0000678|HP:0001385|HP:0011712|HP:0004322|HP:0002751|HP:0001763|HP:0001188|HP:0000639|HP:0000307|HP:0001601|HP:0003758|HP:0001388|HP:0008689|HP:0009933|HP:0006380|HP:0200128|HP:0000369|HP:0001634|HP:0000343|HP:0004325|HP:0001762|HP:0001290
MONDO:0030907	0	9		HP:0001263|HP:0001249|HP:0000646|HP:0008499|HP:0000194|HP:0000047|HP:0008734|HP:0000639|HP:0000316
MONDO:0033364	0	13		HP:0001263|HP:0002521|HP:0001371|HP:0001250|HP:0100704|HP:0010841|HP:0001344|HP:0002421|HP:0001347|HP:0002509|HP:0200134|HP:0002187|HP:0002079
MONDO:0040500	0	5		HP:0001263|HP:0001249|HP:0031936|HP:0001250|HP:0002465
MONDO:0044312	0	32		HP:0002719|HP:0000767|HP:0000448|HP:0001249|HP:0001270|HP:0001407|HP:0100255|HP:0000316|HP:0000455|HP:0003498|HP:0001019|HP:0001888|HP:0003090|HP:0000280|HP:0004313|HP:0000954|HP:0000926|HP:0001880|HP:0003083|HP:0005280|HP:0008462|HP:0002023|HP:0002656|HP:0003375|HP:0002751|HP:0001156|HP:0000293|HP:0001216|HP:0000253|HP:0008936|HP:0001250|HP:0002673
MONDO:0044696	0	16		HP:0001263|HP:0001274|HP:0002521|HP:0011968|HP:0012110|HP:0001250|HP:0002015|HP:0002120|HP:0100704|HP:0002119|HP:0001257|HP:0001336|HP:0001298|HP:0000648|HP:0002376|HP:0001332
MONDO:0054559	1	8	HP:0012345	HP:0001263|HP:0002510|HP:0012506|HP:0002910|HP:0001250|HP:0002506|HP:0005484|HP:0002079
MONDO:0060627	0	27		HP:0001249|HP:0001999|HP:0001260|HP:0001321|HP:0000750|HP:0000938|HP:0002066|HP:0001337|HP:0002540|HP:0002465|HP:0001257|HP:0001347|HP:0000431|HP:0002353|HP:0000939|HP:0001272|HP:0000639|HP:0002186|HP:0001263|HP:0000545|HP:0001250|HP:0000463|HP:0000341|HP:0001310|HP:0000648|HP:0000505|HP:0011220
MONDO:0060720	0	14		HP:0001263|HP:0000337|HP:0001249|HP:0001511|HP:0001999|HP:0001371|HP:0001250|HP:0000278|HP:0001508|HP:0000938|HP:0000341|HP:0003196|HP:0000431|HP:0000557
MONDO:0060724	0	5		HP:0001263|HP:0002155|HP:0001250|HP:0006989|HP:0000718
